"Cenário","Gini","Bottom_50","Top_10","Top_1","Arrecadacao_BR","Dif_Arrecadacao_BR"
"Regime Atual",0.61859356381559,0.140112757730775,0.549232060226494,0.247861913203233,334.695577885164,0
"8% de IR Mínimo",0.617808884677704,0.140221129847405,0.548141550791747,0.244560025031109,339.75916568878,5.06358780361592
"9% de IR Mínimo",0.617201530616584,0.1404446242338,0.547421346732965,0.243355951195392,350.177060527752,15.4814826425881
"Lucros e Dividendos",0.615150310982872,0.141268732628016,0.544990615933851,0.240799888808456,335.732499460078,1.03692157491429
